record.copyrightText	count
Dataset Publisher: U.S. Geological Survey Version: V001 
Data Presentation Form: Remote Sensing Image Data Center 
Personnel Name: LP DAAC USER SERVICES Phone: (Toll Free) (866) 573-3222 Phone: (605) 594-6116 Fax: (605) 594-6963 
Email: LPDAAC at usgs.gov 
Contact Address: LP DAAC User Services U.S. Geological Survey (USGS) Center for Earth Resources Observation and Science (EROS) 47914 252nd Street City: Sioux Falls Province or State: SD Postal Code: 57198-0001 Country: USA	2
Data Set Citation Dataset Originator/Creator: LP DAAC 
Dataset Title: ASTER Global Digital Elevation Model V001 
Dataset Release Date: 2009 
Dataset Release Place: Sioux Falls, South Dakota, USA 
Dataset Publisher: U.S. Geological Survey 
Version: V001 
Data Presentation Form: Remote Sensing Image 


Data Center Personnel 
Name: LP DAAC USER SERVICES 
Phone: (Toll Free) (866) 573-3222 
Phone: (605) 594-6116 
Fax: (605) 594-6963 
Email: LPDAAC at usgs.gov 
Contact Address: 
LP DAAC User Services
U.S. Geological Survey (USGS)
Center for Earth Resources Observation and Science (EROS)
47914 252nd Street

City: Sioux Falls 
Province or State: SD 
Postal Code: 57198-0001 
Country: USA	2
NWT Centre for Geomatics, ENR-ITI Shared Services, Government of the NorthWest Territories, 2013 	2
Steven Schwarz, NWT Centre for Geomatics 	2
Compiled and edited by J.Hodson, GNWT-ENR Wildlife Division
Sources:
Anthropogenic Disturbance: Environment and Climate Change Canada - http://data.ec.gc.ca/data/species/developplans/2015-anthropogenic-disturbance-footprint-within-boreal-caribou-ranges-across-canada-as-interpreted-from-2015-landsat-satellite-imagery/ 
Fire Disturbance:  Natural Resources Canada: http://cwfis.cfs.nrcan.gc.ca/datamart	2
NWTCG	2
© Gouvernement du Québec et Groupe de recherche sur l'eau souterraine - Université du Québec en Abitibi-Témiscamingue	2
© Nadeau, S. 2011. Estimation de la ressource granulaire et du potentiel aquifère des eskers de l'Abitibi-Témiscamingue et du sud de la Baie-Jeame (Québec). Mémoire de maîtrise, Département de géographie, UQAM, Montréal, 145 pages.	2
© Groupe de recherche sur l'eau souterraine, Université du québec en Abitibi-Témiscamingue	2
Nadeau, S. 2011. Estimation de la ressource granulaire et du potentiel aquifère des eskers de l'Abitibi-Témiscamingue et du sud de la Baie-Jeame (Québec). Mémoire de maîtrise, Département de géographie, UQAM, Montréal, 145 pages.	2
© Groupe de recherche sur l'eau souterraine, Université du Québec en Abitibi-Témiscamingue	2
© CEHQ (Poirier et al., 2012), MRN	2
© Gouvernement du Québec, Direction de l’aménagement et des eaux souterraines de la Direction générale des politiques de l’eau, ministère du Développement durable, de l’Environnement et de la Lutte contre les changements climatiques (MDDELCC)	2
© Université du Québec à Trois-Rivières	2
© Ministère des ressources naturelles (MERN), Larocque et Meyzonnat, 2015, UQAM	2
Larocque et al., 2015, UQAM	2
Larocque et al, 2015. UQAM	2
© UQAR	2
www.cde.unibe.ch;	2
Unidad de Investigación y Estudios Territoriales, Departamento de Estudios y Análisis Territorial, División de Políticas y Desarrollo Territorial, Subsecretaría de Desarrollo Regional y Administrativo, Ministerio del Interior.	2
SUBPESCA	2
SERNAGEOMIN	2
GORE LOS LAGOS	2
UGIT- GORE LOS LAGOS	2
INDAP LOS LAGOS	2
MOP Dirección de Vialidad 	2
MTT Unidad Desarrollo Transporte Otros Modos Aguas, Aéreo y Ferroviario	2
Departamento Administrativo Nacional de Estadística (DANE)	2
SINFONIA, UNICEF, EQ SOCIAL, ESRI COLOMBIA, Marco Geoestadístico Nacional Dane	2
Datos alfanuméricos: Unidad de Planeación Minero-Energética (UMPE), SICOM.
Datos Geográficos: Marco Geoestadístico Nacional - MGN 2018.	2
Administradora de los Recursos del Sistema General de Seguridad Social en Salud - ADRES, Esri Colombia	2
Datos alfanuméricos: Unidad de Planeación Minero-Energética (UMPE), XM.
Datos Geográficos: Marco Geoestadístico Nacional - MGN 2020.	2
Datos alfanuméricos: Unidad de Planeación Minero-Energética (UMPE), Ministerio de Minas y Energía.
Datos Geográficos: Marco Geoestadístico Nacional - MGN 2018	2
Departamento Nacional de Planeación (DNP). (2013). Resultados de desempeño fiscal de los departamentos y municipios de la vigencia 2013. Dirección para la Acción Integral Contra Minas Antipersonal (sic) (DAICMA). (2015). Eventos minas antipersonal en Colombia (sic). Instituto Colombiano de Desarrollo Rural (Incoder). (2014). Territorios colectivos en proceso de titulación de comunidades negras: Ley 70 de 1993. Instituto Colombiano de Desarrollo Rural (Incoder). (2015). Comunidades negras. Instituto Colombiano de Desarrollo Rural (Incoder). (2015). Resguardos indígenas. Instituto Colombiano de Antropología e Historia (ICANH). (2015). Áreas arqueológicas protegidas. Instituto Colombiano de Antropología e Historia (ICANH). (2015). Parques arqueológicos. Instituto Alexander von Humboldt (IAvH). (2014). Bosque seco tropical. Escala 1:100.000 Instituto Alexander von Humboldt (IAvH). (2015). Áreas importantes para la conservación de las aves, escala 1:100.000. Instituto Alexander von Humboldt (IAvH). (2016). Actualización de los límites cartográficos de los complejos de páramos de Colombia, escala 1:100.000. Instituto Geográfico Agustín Codazzi (IGAC). (2012). Cartografía básica, escala 1:100.000. Instituto Geográfico Agustín Codazzi (IGAC). (2014). Mapa de correlación nacional de suelos, escala 1:100.000. Instituto Geográfico Agustín Codazzi (IGAC). (2014). Modelo digital de terreno, resolución espacial 90 m. Instituto Geográfico Agustín Codazzi (IGAC). (2014). Base predial registros 1 y 2, predios con destino agropecuario, vigencia 2014. Instituto de Hidrología, Meteorología y Estudios Ambientales et al. (2008). Mapa de ecosistemas continentales, costeros y marinos de Colombia, escala 1:500.000. Instituto de Hidrología, Meteorología y Estudios Ambientales et al. (2012). Mapa nacional de cobertura de la tierra, imágenes 2005-2009, escala 1:100.000, versión 1.0. Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2015). Mapa de zonificación de degradación de suelos por erosión área continental de Colombia, escala 1:100.000, línea base 2010-2011. Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Estudio nacional del agua: capa índice de aridez (IA), escala 1:100.000. Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Estudio nacional del agua: capa índice del uso del agua (IUA), escala 1:100.000. Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Estudio nacional del agua: capa índice de regulación hídrica (IRH), escala 1:100.000. Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Estudio nacional del agua: capa índice de uso del agua (IUA), escala 1:100.000. Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Estudio nacional del agua: capa índice de alteración potencial de la calidad del agua (IACAL), escala 1:100.000. Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2012). Mapa de reservas forestales nacionales de ley 2.ª, escala 1:100.000. Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2015). Resoluciones 1814 y 1628. Zonas de protección y desarrollo de los recursos naturales renovables y del medio ambiente. Mapa de otras categorías Sinap. Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2012). Mapa de sustracciones de reservas forestales nacionales de ley 2.ª, escala 1:100.000. Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2014). Sitios Ramsar. Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2015). Mapa de reservas de la biósfera: Ciénaga Grande de Santa Marta, cinturón andino, Seaflower, El Tuparro y Sierra Nevada de Santa Marta. Ministerio de Cultura. (2014). Paisaje cultural cafetero. Parques Nacionales Naturales de Colombia. (2015). Mapa de otras categorías Sinap. Distritos de manejo integrado. Distritos de conservación de suelos. Áreas de recreación. Parques naturales regionales y reservas forestales protectoras. Parques Nacionales Naturales de Colombia. (2016). Categorías regionales del Runap V.1. Parques Nacionales Naturales de Colombia. (2016). Límite de los parques nacionales naturales de Colombia. Versión 2 de 2016. Parques Nacionales Naturales de Colombia. (2016). Reservas naturales de la sociedad civil. Versión 1. SELVA. (2012). Mapa de patrones de riqueza y áreas críticas para aves migratorias con afinidad a hábitats abiertos, acuáticos y de bosque en periodos estacionario y migratorio. Unidad para la Atención y Reparación Integral a las Víctimas. (2014). Variable de amenazas del índice de riesgo de victimización, 2005-2013. Unidad de Planificación Rural Agropecuaria (UPRA). (2014). Drenaje doble construido a partir de IGAC. (2012). Cartografía básica, escala 1:100.000.	2
Agencia Nacional de Tierras (ANT). (2016). Comunidades Negras.
Agencia Nacional de Tierras (ANT). (2016). Resguardos Indígenas.
Agencia Nacional de Tierras (ANT). (2016). Territorios colectivos en proceso de titulación de comunidades negras. Ley 70 de 1993.
Alcaldía de Medellín. (2014). Base de datos de información catastral.
Alcaldía Santiago de Cali (2014). Base de datos de información predial rural.
Asociación Hortifrutícola de Colombia (ASOHORFRUCOL). (2015). Directorio oficinas asociación.
Corporación Colombiana de Investigación Agropecuaria (Corpoica). (2015). Programas y servicios.
Corporación para el desarrollo sostenible del área de manejo especial La Macarena (CORMACARENA). Distritos de Manejo Integral - DMI que integran el Área de Manejo Especial La Macarena "AMEM"
Departamento Administrativo Nacional de Estadística (DANE). (2005). Censo general de población: años promedio de escolaridad por municipio.
Departamento Administrativo Nacional de Estadística (DANE). (2007). Proyecciones de población municipal por grupos quinquenales de edad 2005-2020.
Departamento Administrativo Nacional de Estadística (DANE). (2013). PIB Municipal por actividad. Cálculos Propios para Municipios PIB sin hidrocarburos y minería.
Departamento Administrativo Nacional de Estadística (DANE). (2013). Proyecciones de población municipales por área.
Departamento Administrativo Nacional de Estadística (DANE). (2014). Series de población 1985-2020.
Departamento Nacional de Planeación (DNP). (2010). Cifras IPM por municipio y departamento 2005: incidencias y privaciones.
Departamento Nacional de Planeación (DNP). (2013). Resultados de desempeño fiscal de los departamentos y municipios de la vigencia 2013.
Departamento Nacional de Planeación (DNP). (2015). Cálculos IPM con datos del censo general 2005. Subdirección de Promoción Social y Calidad de Vida.
Fondo para el Financiamiento del Sector Agropecuario (Finagro) (2015). Incentivos a la capitalización rural 2009-2014.
Gobernación de Antioquia. (2014). Predial Rural Antioquia. Instituto Colombiano Agropecuario (ICA). (2015). Boletines epidemiológicos, plagas de control oficial.
Instituto Alexander von Humboldt (IAvH). (2012). Límites de los complejos de Páramos de Colombia. 
Instituto Alexander von Humboldt (IAvH). (2014). Bosque seco tropical. Escala 1:100.000.
Instituto Alexander von Humboldt (IAvH). (2015). Áreas importantes para la conservación de las aves, escala 1:100.000.
Instituto Alexander von Humboldt (IAvH). (2017). Actualización de los límites cartográficos de los complejos de Páramos de Colombia, escala 1:100.000.
Instituto Alexander von Humboldt y Agencia Nacional de Hidrocarburos. (2008). Áreas prioritarias para la conservación, escala 1:250.000.
Instituto Colombiano Agropecuario (ICA). (2015). Predios certificados. Dirección Técnica Epidemiología y Vigilancia Fitosanitaria.
Instituto Colombiano de Antropología e Historia (ICANH). (2016). Áreas arqueológicas protegidas.
Instituto Colombiano de Antropología e Historia (ICANH). (2017). Parques arqueológicos.
Instituto Colombiano de Desarrollo Rural (Incoder). (2013). Resoluciones 1132 y 1133 de 2013.
Instituto Colombiano de Desarrollo Rural (Incoder). (2015). Distritos de Riego construidos en Colombia. Información Municipal.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2007). Mapa de ecosistemas continentales, costero y marinos de Colombia, escala 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2009). Mapa nacional de zonificación de riesgo a incendios de la cobertura vegetal, escala: 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2011). Mapa de cambios en los contenidos de biomasa, escala 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Atlas climatológico de Colombia: capa de zonas de evapotranspiración potencial, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Estudio nacional del agua: capa de subzonas hidrográficas, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de cambio de bosque Colombia (área continental). Escala fina Landsat. Periodo 2010-2012.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de distribución de la precipitación media anual promedio multianual 1981-2010, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de distribución de la temperatura media anual, promedio multianual 1981-2010, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de distribución del brillo solar medio diario anual (horas), promedio multianual 1981-2010, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2015). Mapa de ecosistemas continentales, costero y marinos de Colombia, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2015). Zonificación de la degradación de suelos por erosión. Área continental de Colombia, escala 1:100.000. Línea base: 2010-2011.
Instituto de Hidrología, Meteorología y Estudios Ambientales et al (2014), Mapa nacional de coberturas de la tierra: metodología Corine Land Cover adaptada para Colombia, imágenes 2010-2012; escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales et al. (2012). Mapa nacional de cobertura de la tierra, metodología Corine Land Cover adaptada para Colombia, imágenes 2005 - 2009, escala 1:100.000 versión 1.0.
Instituto Geográfico Agustín Codazzi (IGAC). (2012). Cartografía básica, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Base predial registros 1 y 2, predios con destino agropecuario, vigencia 2014.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Mapa de correlación nacional de suelos, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Modelo digital de terreno, resolución espacial 90 m.
Instituto Geográfico Agustín Codazzi (IGAC). (2016). Zonas de reserva campesina. Conflictos de uso del territorio colombiano.
ISRIC (2015). SoildGrids: datos de suelos.
Ministerio de Agricultura y Desarrollo Rural (MADR). (2015). Centros agropecuarios. Secretaría de cadenas.
Ministerio de Agricultura y Desarrollo Rural (MADR). (2015). Entidades prestadoras del servicio de asistencia técnica agropecuaria (Epsagro). Dirección de Innovación, Desarrollo Tecnológico y Protección Sanitaria.
Ministerio de Agricultura y Desarrollo Rural (MADR). (2016). Evaluaciones agropecuarias municipales: rendimientos de producción aguacate 2009 - 2015. Oficina Asesora de Planeación y Prospectiva.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2014). Mapa de reservas de la biósfera: Ciénaga Grande de Santa Marta, Cinturón Andino, El Tuparro y Sierra Nevada de Santa Marta.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2015). Resoluciones 1814 y 1628. Zonas de protección y desarrollo de los recursos naturales renovables y del medio ambiente. Mapa de otras categorías Sinap.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2017). Sitios RAMSAR.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2018). Mapa de reservas forestales nacionales de Ley 2.ª, escala 1:100.000.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2018). Mapa de sustracciones de reservas forestales nacionales de Ley 2.ª, escala 1:100.000.
Ministerio de Ambiente y Desarrollo Sostenible (MADS).(2017). Resolución 2247 de 2017
Ministerio de Ambiente, Vivienda y Desarrollo Territorial (MAVDT). (2007). Carga de combustible de las coberturas vegetales de Colombia, escala 1:500.000.
Ministerio de Cultura. (2014). Paisaje cultural cafetero.
Ministerio de Educación Nacional (MEN). (2015). Sistema Integrado de Matrícula (Simat). Matrículas oficiales y no oficiales, año 2014. Sistema Nacional de Información de la Educación Superior (Snies) a junio de 2015.
Ministerio de Transporte. (2014). Mapa de tramos fluviales navegables y mapa de vías 4G.
Parques Nacionales Naturales de Colombia (PNN). (2017), Categorías regionales del Runap V.1.
Parques Nacionales Naturales de Colombia (PNN). (2018), Límite de las otras categorías reconocidas por el SINAP, V2.
Parques Nacionales Naturales de Colombia (PNN). (2018). Límite de los Parques Nacionales Naturales de Colombia.
Parques Nacionales Naturales de Colombia (PNN). (2018). Reservas naturales de la sociedad civil. Versión 2.
SELVA. (2012). Mapa de patrones de riqueza y áreas críticas para aves migratorias con afinidad a hábitats abiertos, acuáticos y de bosque en periodos estacionario y migratorio.
Servicio Geológico Colombiano (SGC). (2010). Mapa nacional de amenaza relativa por movimiento en masa a escala 1:500.000.
Servicio Nacional de Aprendizaje (SENA). (2014). Regionales y centros de formación.
Unidad Administrativa Especial de Aeronáutica Civil (Aerocivil). (2015). Aeropuertos nacionales.
Unidad Administrativa Especial de Catastro Distrital (UAECD). (2014). Información predial jurídica, física y económica.
Unidad de Planificación Rural Agropecuaria (UPRA). (2014). Drenaje doble construido a partir de IGAC. (2012). Cartografía básica, escala 1:100.000.
Unidad de Planificación Rural Agropecuaria (UPRA). (2018). Identificación general de la frontera agrícola en Colombia, a escala 1: 100.000.
Unidad para la Atención y Reparación Integral a las Víctimas. (2014). Variable de amenazas del índice de riesgo de victimización, 2005-2013.	2
Administración Nacional de Aeronáutica y el Espacio (NASA). (2017). Productividad primaria neta - MOD17A3.
Agencia Nacional de infraestructura (ANI). (2016). Proyectos 1, 2, 3 y 4G.
Agencia Nacional de Tierras (ANT). (2016). Territorios colectivos en proceso de titulación de comunidades negras.
Agencia Nacional de Tierras (ANT). (2018). Consejos Comunitarios.
Agencia Nacional de Tierras (ANT). (2018). Resguardos Indígenas.
Agencia Nacional de Tierras (ANT). (2018). Zonas de Reserva Campesina.
Agencia Nacional de Tierras (ANT). (2019). Títulos formalización, baldíos adjudicados.
Agencia Nacional de Tierras (ANT). (2020). Predios privados formalizados, inventario predios baldíos, predios ingresados al fondo de tierras, formalización de procesos en general.
Alcaldía de Medellín. (2019). Registro 1 de la base de datos catastral.
Alcaldía de Santiago de Cali. (2019). Registro 1 de la base catastral rural.
Alcaldía Distrital de Barranquilla. (2019). Registro 1 y 2 de la base catastral rural.
Alcaldía Municipal de Puerto López. (2000). PBOT, Acuerdo 12.
Asociación Nacional de Exportadores de Café de Colombia (AsoExport). (2020). Almacenes de depósito.
Catastro Distrital Bogotá. (2016). Información predial de la base catastral rural.
Catastro Distrital Bogotá. (2016). Información predial jurídica, física y económica.
Centro Nacional de Investigaciones de Café (Cenicafé). (2019). Anuario meteorológico cafetero 2018.
Corporación Para El Desarrollo Sostenible del Área Manejo Especial la Macarena (CORMACARENA). (2015). Distritos de Manejo Integral – DMI, Área de Manejo Especial La Macarena "AMEM".
Departamento Administrativo Nacional de Estadística (DANE). (2014). Censo Nacional agropecuario.
Departamento Administrativo Nacional de Estadística (DANE). (2014). Marco Geoestadístico Nacional (MGN): Centros poblados y cabeceras municipales.
Departamento Administrativo Nacional de Estadística (DANE). (2018). Censo Nacional de Población y Vivienda: Total cabecera por municipio, población centro poblado y rural disperso, Población rural por rangos de edad. Medida de pobreza multidimensional: Privaciones.
Departamento Administrativo Nacional de Estadística (DANE). (2020). Cuentas Nacionales: Indicador valor agregado municipal actividad agrícola.
Departamento Nacional de Planeación (DNP). (2018). Resultados nueva medición del desempeño municipal – MDM.
Federación Nacional de Cafeteros (FNC). (2019). Comités municipales.
Federación Nacional de Cafeteros (FNC). (2019). Cooperativas cafeteras.
Federación Nacional de Cafeteros (FNC). (2019). Lotes de café.
Federación Nacional de Cafeteros (FNC). (2020). Almacenes de depósito.
Federación Nacional de Cafeteros (FNC). (2020). Zonas cafeteras en seccionales cafeteras.
Federación Nacional de Cafeteros (FNC). (2020).Caficultores por municipio.
Fondo para el financiamiento del sector agropecuario (Finagro). (2020). Créditos otorgados para café, Incentivos otorgados para café.
Gobernación de Antioquia. (2016). Información Predial Rural Antioquía.
ICARE. (2014). Interrelación Catastro – Registro.
Instituto Colombiano Agropecuario (ICA). (2020). Oficinas del ICA.
Instituto Colombiano de Antropología e Historia (ICANH). (2019). Áreas arqueológicas protegidas.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam) et.al. (2007). Mapa nacional de ecosistemas escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2008). Mapa de ecosistemas continentales, costeros y marinos de Colombia, escala 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2009). Mapa nacional de zonificación de riesgo a incendios de la cobertura vegetal, escala 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Estudio nacional del agua.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa de cobertura de la tierra metodología Corine Land Cover adaptada para Colombia, escala 1: 100.000, periodo (2010 -2012).
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa de distribución de la precipitación promedio anual 1981-2010, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Mapa de distribución de la temperatura media anual promedio multianual 1981-2010, escala 1: 100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2014). Tabla promedios mensuales multianuales de humedad relativa, período 1981-2010.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2015). Zonificación de la degradación de suelos por erosión. Área continental de Colombia, escala 1:100.000. Línea base: 2010-2011.
Instituto de Hidrología, Meteorología y Estudios Ambientales (Ideam). (2016). Mapa de Bosque No Bosque Colombia- Área Continental (Escala Fina LANDSAT) año 2010, versión 5.
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH) - Angencia Nacional de Hidrocarburos (ANH). (2008). Áreas prioritarias de conservación, escala 1: 250.000.
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH). (2012). Límites de los complejos de páramos.
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH). (2014). Bosque seco tropical.
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH). (2014). Unidades ecobiogeográficas continentales.
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH). (2015). Áreas importantes para la conservación de las aves - AICAS.
Instituto de Investigación de Recursos Biológicos Alexander von Humboldt (IAvH). (2019). Actualización de los límites cartográficos de los complejos de Páramos de Colombia, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2012). Cartografía básica, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2012). Cartografía básica, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Mapa de correlación nacional de suelos, escala 1:100.000.
Instituto Geográfico Agustín Codazzi (IGAC). (2014). Modelo digital de terreno, resolución espacial 90 m.
Instituto Geográfico Agustín Codazzi (IGAC). (2018). Conflictos de uso del territorio colombiano.
Instituto Geográfico Agustín Codazzi (IGAC). (2019). Base Catastral, Registros 1 y 2 de la base catastral rural.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2014-2017). Complejos de páramos delimitados.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2015). Mapa de reservas de la biósfera: Ciénaga Grande de Santa Marta, Cinturón Andino, El Tuparro y Sierra Nevada de Santa Marta.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2015). Sitios RAMSAR.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2018). Mapa de Zonificación Zonas de Reserva Forestal Nacional Ley 2ª, Tipo B y C.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2018). Resoluciones 504, 1310 y 1987. Zonas de protección y desarrollo de los recursos naturales renovables y del medio ambiente. Mapa de otras categorías Sinap.
Ministerio de Ambiente y Desarrollo Sostenible (MADS). (2019). Mapa de sustracciones de reservas forestales nacionales de ley 2ª, escala 1:100.000.
Ministerio de Cultura de Colombia (Mincultura). (2014), Paisaje cultural cafetero.
Ministerio de educación. (2020). Sistema Nacional de Información de la educación superior (Snies): Programas.
Ministerio de Hacienda y Crédito Público. (2017). Decreto 1650 de 2017. Anexo 2: Listado de municipios Zomac.
Ministerio de Transporte. (2014). Tramos fluviales navegables.
Ministerio del Interior. (1993). Ley 70 de 1993.
Monsalve, D. (1927), Colombia cafetera.
Parques Nacionales Naturales de Colombia (PNN). (2021). Categorías regionales del Runap.
Parques Nacionales Naturales de Colombia (PNN). (2021). Límite de los Parques Nacionales Naturales de Colombia.
Policía Nacional. (2019). Extorsiones rurales.
Policía Nacional. (2019). Homicidios rurales.
Policía Nacional. (2019). Hurtos rurales.
Policía Nacional. (2019). Secuestros rurales.
SELVA (2012). Modelamiento de áreas críticas para especies migratorias con relación a los agroecosistemas colombianos- mapa de patrones de riqueza y áreas críticas para aves migratorias con afinidad a hábitats abiertos, acuáticos y bosque en períodos estacionario y migratorio.
Superintendencia de Notariado y Registro. (SNR). (2020). Falsas tradiciones; presunción de informalidad.
Unidad de Gestión de Restitución de Tierras Despojadas (UAE-GRTD). (2017). Solicitudes de inscripción en el registro de tierras despojadas y abandonadas forzosamente.
Unidad de Planificación Rural Agropecuaria (UPRA). (2019). Mapa de costos.
Unidad de Planificación Rural Agropecuaria (UPRA). (2020). Áreas para el Mercado de Tierras V10.
Unidad de Planificación Rural Agropecuaria (UPRA). (2021). Identificación general de la frontera agrícola en Colombia, a escala 1: 100.000.
Unidad de Restitución de Tierras (URT). (2019). Sentencias de restitución.	2
Agencia Nacional de Tierras (ANT). (2016). Territorios colectivos en proceso de titulación de comunidades negras. Ley 70 de 1993. 
Agencia Nacional de Tierras (ANT). (2016). Resguardos Indígenas. 
Agencia Nacional de Tierras (ANT). (2016). Comunidades Negras.
Alcaldía Santiago de Cali (2014). Base de datos de información predial rural.  
Asociación Hortifrutícola de Colombia (ASOHORFRUCOL). (2015). Directorio oficinas asociación.   
Corporación Colombiana de Investigación Agropecuaria (Corpoica).  (2015). Programas y servicios.
Departamento Administrativo Nacional de Estadística (DANE). (2005). Censo general de población: años promedio de escolaridad por municipio.
Departamento Administrativo Nacional de Estadística (DANE).  (2007). Proyecciones de población municipal por grupos quinquenales de edad 2005-2020.
Departamento Administrativo Nacional de Estadística (DANE). (2013). Proyecciones de población municipales por área.
Departamento Administrativo Nacional de Estadística (DANE).  (2013). PIB Municipal por actividad. Cálculos Propios para Municipios PIB sin hidrocarburos y minería.  
Departamento Administrativo Nacional de Estadística (DANE).  (2014). Series de población 1985-2020.
Departamento Nacional de Planeación (DNP). (2010). Cifras IPM por municipio y departamento 2005: incidencias y privaciones. 
Departamento Nacional de Planeación (DNP). (2013). Resultados de desempeño fiscal de los departamentos y municipios de la vigencia 2013. 
Departamento Nacional de Planeación (DNP). (2015). Cálculos IPM con datos del censo general 2005. Subdirección de Promoción Social y Calidad de Vida.
Fondo para el Financiamiento del Sector Agropecuario (Finagro) (2015). Incentivos a la capitalización rural 2009-2014.
Gobernación de Antioquia. (2014). Predial Rural Antioquia.
Instituto Colombiano Agropecuario (ICA). (2015). Boletines epidemiológicos, plagas de control oficial.
Instituto Colombiano Agropecuario (ICA). (2015). Predios certificados. Dirección Técnica Epidemiología y Vigilancia Fitosanitaria.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2007). Mapa de ecosistemas continentales, costero y marinos de Colombia, escala 1:500.000. 
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2009). Mapa nacional de zonificación de riesgo a incendios de la cobertura vegetal, escala: 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2011). Mapa de cambios en los contenidos de biomasa, escala 1:500.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales et al. (2012). Mapa nacional de cobertura de la tierra, metodología Corine Land Cover adaptada para Colombia, imágenes 2005 - 2009, escala 1:100.000 versión 1.0.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Atlas climatológico de Colombia: capa de zonas de evapotranspiración potencial, escala 1:100.000.
Instituto de Hidrología, Meteorología y Estudios Ambientales (IDEAM). (2014). Mapa de cambio de bosque Colombia (área continental). Escala fina Landsat. Periodo 2010-2012.
