name	value 
© 2014 McClellan, et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
This thesis has been embargoed for 5 years due to the sensitive nature of the oral history material	1
"© 2016 Norwich. This is an open-access article distributed under the terms of the Creative Commons
Attribution License (CC BY). The use, distribution and reproduction in other forums is permitted,
provided the original author(s) or licensor are credited and that the original publication in this
journal is cited, in accordance with accepted academic practice. No use, distribution or reproduction
is permitted which does not comply with these terms."	1
"© 2015 The Authors. The Journal of Physiology published by John Wiley & Sons Ltd on behalf of The Physiological Society.
This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution
and reproduction in any medium, provided the original work is properly cited."	1
This is the author accepted manuscript of an open access article. The final version is available from Springer via the DOI in this record. This article is distributed under the terms of the Creative Commons Attribution 4.0 International License (http://creativecommons.org/licenses/by/4.0/)	1
© Owned by the authors, published by EDP Sciences, 2014. This is an Open Access article distributed under the terms of the Creative Commons Attribution License 2.0 (https://creativecommons.org/licenses/by/2.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
This is the author accepted manuscript. The final version is available from AAS / IOP via the DOI in this record.	1
This is the author accepted manuscript. The final version is available from EDP Sciences via the DOI in this record.	1
© 2016 British Educational Research Association	1
This is an open access article also available from SpringerOpen via the DOI in this record. Distributed under the terms of the Creative Commons Attribution 4.0 International License (http://creativecommons.org/licenses/by/4.0/)	1
This is the final version of an Open Access article also available from BMJ via the DOI in this record. Distributed in accordance with the terms of the Creative Commons Attribution (CC BY 4.0) license: http://creativecommons.org/licenses/by/4.0/	1
This is the final version of an Open Access article also available from BMJ via the DOI in this record. Distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 3.0) license: http://creativecommons.org/licenses/by-nc/3.0/	1
This is the final version of an Open Access article also available from BMJ via the DOI in this record. Distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 4.0) license: http://creativecommons.org/licenses/by-nc/4.0/	1
This is the final version of an Open Access article also available from BMJ via the DOI in this record. Distributed in accordance with the Creative Commons Attribution Non Commercial (CC BY-NC 3.0) license http://creativecommons.org/licenses/by-nc/3.0/	1
This is the final version of an Open Access article also available from BioMed Central via the DOI in this record. Distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited	1
This is the final version of an open access article available from BioMed Central via the DOI in this record. Distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0)	1
"This is the final version of an open access article available from BMJ via the DOI in this record. This final article is available
for use under the terms of the Creative Commons Attribution Non-Commercial 2.0 Licence: https://creativecommons.org/licenses/by-nc/2.0/"	1
This is the final version of an open access article available from BMJ via the DOI in this record. Distributed under the terms of the Creative Commons Attribution Non-commercial License: http://creativecommons.org/licenses/by-nc/2.0/	1
"Copyright: © 2016 Flasche et al. This is an open
access article distributed under the terms of the
Creative Commons Attribution License, which
permits unrestricted use, distribution, and
reproduction in any medium, provided the original
author and source are credited."	1
"©  2016 The Authors
© New Phytologist Trust"	1
© 2016 The Authors Global Change Biology Published by John Wiley & Sons Ltd. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited.	1
Copyright: © 2012 Smith, Thatje. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2017 American Oriental Society	1
All article content, except where otherwise noted, is licensed under a Creative Commons Attribution (CC BY) license (http://creativecommons.org/licenses/by/4.0/)	1
© The authors 2015. Open Access under Creative Commons by Attribution Licence. Use, distribution and reproduction are unrestricted. Authors and original publication must be credited. Publisher: Inter-Research · www.int-res.com	1
"© The authors 2016. Open Access under Creative Commons by Attribution Licence. Use, distribution and reproduction are unrestricted. Authors and original publication must be credited.
Publisher: Inter-Research · www.int-res.com"	1
"The Author(s) 2013. Published by Oxford University Press.
This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/
by-nc/3.0/), which permits unrestricted non-commercial use, distribution, and reproduction in any medium, provided the original work is properly cited."	1
"Copyright:  2013 westra et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits
unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited."	1
"Copyright: © 2015 Swarts et al. This is an open
access article distributed under the terms of the
Creative Commons Attribution License, which permits
unrestricted use, distribution, and reproduction in any
medium, provided the original author and source are
credited"	1
"© The Author(s) 2016. This article is published with open access at Springerlink.com Open Access This article is distributed under the terms of the Creative
Commons Attribution 4.0 International License (http://
creativecommons.org/licenses/by/4.0/), which permits unrestricted use,
distribution, and reproduction in any medium, provided you give
appropriate credit to the original author(s) and the source, provide a link
to the Creative Commons license, and indicate if changes were made."	1
"This article is distributed under the terms of the Creative
Commons Attribution 4.0 International License (http://creativecommons.org/licenses/by/4.0/),
which permits use, duplication,
adaptation, distribution, and reproduction in any medium or format,
as long as you give appropriate credit to the original author(s) and the
source, provide a link to the Creative Commons license, and indicate
if changes were made."	1
© The Author 2017. Published by Oxford University Press on behalf of the International Society for Behavioral Ecology. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Creative Commons BY-SA	1
"This is the final version of an open access article also available from EGU via the DOI in this record. This work is distributed
under the Creative Commons Attribution 3.0 License: https://creativecommons.org/licenses/by/3.0/"	1
"© 2016 The Authors. Published by Elsevier B.V. This is an open access article under the CCBY license
(http://creativecommons.org/licenses/by/4.0/)."	1
This is the author accepted version of an Open Access article. Available from Wiley via the DOI in this record. © 2016 The Authors. Journal of Applied Ecology published by John Wiley & Sons Ltd on behalf of British Ecological Society.This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution andreproduction in any medium, provided the original work is properly cited.Journal of Applied Ecology 2016 doi: 10.1111/1365-2664.12813	1
This is the final version of the article. Available from International Peatland Society (IPS)/International Mire Conservation Group (IMCG) via the link in this record. Reproduced with permission.	1
Copyright:  © 2008 Kimura et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
Copyright:  © 2006 Stubbe et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
"This article is distributed under the terms of the Creative
Commons Attribution 4.0 International License (http://creativecommons.
org/licenses/by/4.0/), which permits unrestricted use,
distribution, and reproduction in any medium, provided you give
appropriate credit to the original author(s) and the source, provide a
link to the Creative Commons license, and indicate if changes were
made."	1
Copyright:  © 2014 Valletta et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
"© 2017 The Authors. Published by Elsevier Ltd on behalf of The Association for the Study of Animal
Behaviour. This is an open access article under the CC BY license (http://creativecommons.org/licenses/
by/4.0/)."	1
"This work is licensed under a Creative Commons
Attribution 4.0 International License. The images or
other third party material in this article are included in the article’s
Creative Commons license, unless indicated otherwise in the credit
line; if the material is not included under the Creative Commons
license, users will need to obtain permission from the license holder to
reproduce the material. To view a copy of this license, visit http://
creativecommons.org/licenses/by/4.0/"	1
© Teuschl et al; licensee BioMed Central Ltd. 2007. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© 2013 The Authors. Ecology and Evolution published by John Wiley & Sons Ltd. This is an open access article under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/3.0/), which permits use, distribution and reproduction in any medium, provided the original work is properly cited.	1
© 2013 Ingleby et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2012 The Authors. Evolutionary Applications published by Blackwell Publishing Ltd. This is an open access article under the terms of the Creative Commons Attribution-NonCommercial License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited and is not used for commercial purposes.	1
This is an open access paper. We use the Creative Commons Attribution 3.0 license that permits unrestricted use, provided that the paper is properly attributed. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, providedthe original work is properly cited.	1
© 2016 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).	1
© 2016, Occupational Safety and Health Research Institute. This is an open access article published under a Creative Commons license.	1
"© The Author(s) 2016. Published by Oxford University Press on behalf of the Foundation for Evolution, Medicine, and Public Health. This is an Open
Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits
unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."	1
Copyright © 2009, Centre for Rural Policy Research, University of Exeter	1
"COPYRIGHT: © Cambridge University Press 2017
This is an Open Access article, distributed under the terms of the Creative Commons Attribution licence (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted re-use, distribution, and reproduction in any medium, provided the original work is properly cited."	1
"Copyright: © 2015 Kelly et al. This is an open
access article distributed under the terms of the
Creative Commons Attribution License, which permits
unrestricted use, distribution, and reproduction in any
medium, provided the original author and source are
credited."	1
© 2016 Human Kinetics, Inc.	1
The Author(s) 2014. This article is published with open access at Springerlink.com	1
Copyright: © 2015 Wall et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited	1
© 2016 Royal Swedish Academy of Sciences	1
© 2016 Cancer Research UK. This work is licensed under the Creative Commons Attribution 4.0 International License. To view a copy of this license, visit http://creativecommons.org/licenses/by/4.0/	1
Open access. All article content, except where otherwise noted, is licensed under a Creative Commons Attribution (CC BY) license (http://creativecommons.org/licenses/by/4.0/).	1
"©  The Author(s). 2017. This article is distributed under the terms of the Creative Commons Attribution 4.0
International License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and
reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to
the Creative Commons license, and indicate if changes were made. The Creative Commons Public Domain Dedication waiver
(http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated."	1
(C) 2016 The Authors. Published by Elsevier Ltd. Open Access, Under a Creative Commons license	1
© 2016 Elsevier Ltd. All rights reserved	1
This Thesis is available for use on the understanding that it is copyright material and that no quotation from the Thesis may be published without proper acknowledgement.	1
© 2016, Thomas Telford Services Ltd. All rights reserved.	1
This is the author's accepted manuscript. The final version is available from Elsevier via the DOI in this record.	1
This is the author's accepted manuscript. The final version is available from Taylor & Francis via the DOI in this record.	1
This is the author's accepted manuscript. The final version is available from Nature via the DOI in this record.	1
This is the final published version of an open access article also available from BioMed Central via the DOI in this record. Distributed under the terms of the Creative Commons Attribution 4.0 International License (http://creativecommons.org/licenses/by/4.0/)	1
"© 2016 The Authors. Microbial Biotechnology published by John Wiley & Sons Ltd and Society for Applied Microbiology.

This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited."	1
This is the final version of an open access article available from Elsevier via the DOI in this record. Distributed under the CC BY license (http://creativecommons.org/licenses/by/4.0/).	1
© 2017 The Authors. Published by the Royal Society under the terms of the Creative Commons Attribution License http://creativecommons.org/licenses/by/4.0/, which permits unrestricted use, provided the original author and source are credited.	1
"© 2016 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.
This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/
licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly
cited. This is the final version of the article available from Taylor and Francis via the DOI in this record."	1
"© Author(s) 2015. CC Attribution 3.0 License.
 This is the final version of the article available from EGU via the link in this record."	1
© The Authors, published by EDP Sciences, 2016. This is an Open Access article distributed under the terms of the Creative Commons Attribution License 4.0, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited. This is the final version of the article, available from EDP Sciences via the DOI in this record.	1
"© Author(s) 2015. CC Attribution 3.0 License.
This is the final version of the article available from EGU via the link in this record."	1
© 2016 Australasian Association of Philosophy	1
"© 2016 The Authors. Published by the Royal Society under the terms of the Creative Commons Attribution
License http://creativecommons.org/licenses/by/4.0/, which permits unrestricted use, provided the original
author and source are credited. This is the final version of the article, available from the Royal Society via the DOI in this record."	1
"Copyright: © 2016 Devisscher et al. This is an open
access article distributed under the terms of the
Creative Commons Attribution License, which permits
unrestricted use, distribution, and reproduction in any
medium, provided the original author and source are
credited."	1
"Content from this work may be used under the terms of the Creative Commons Attribution 3.0 licence. CC-BY. Any further distribution of this work must maintain attribution to the author(s) and the title of the work, journal citation and DOI.
Published under licence by IOP Publishing Ltd"	1
"Copyright:   2016 Rashkov et al. This is an open
access article distributed under the terms of the
Creative Commons Attribution License, which
permits unrestricted use, distribution, and
reproduction in any medium, provided the original
author and source are credited."	1
"Copyright Lindsay et al. This
article is distributed under the
terms of the Creative Commons
Attribution License, which
permits unrestricted use and
redistribution provided that the
original author and source are
credited."	1
© 2016 The Authors. The Depositional Record published by John Wiley & Sons Ltd on behalf of International Association of Sedimentologists. This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited.	1
"This article is published with open access at Springerlink.com
© The Author(s) 2016 
This article is distributed under the terms of the Creative Commons Attribution 4.0 International License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made."	1
© 2016 History of Education Society	1
"© The Author 2016. Published by Oxford University Press.
This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."	1
© 2011 Peter Lang	1
This is the author accepted manuscript. The final version is available from the Geological Society of London via the DOI in this record.	1
"This work is licensed under a Creative Commons Attribution-NonCommercial-ShareAlike 3.0 Unported licence. The images or other third party material in this article are included in the article's Creative Commons licence, unless indicated otherwise in the credit line; if the material is not included under the Creative Commons licence, users will need to obtain permission from the licence holder to reproduce the material. To view a copy of this licence, visit http://creativecommons.org/licenses/by-nc-sa/3.0/.
This is the author accepted manuscript. The final version is available from Nature Publishing Group via the DOI in this record."	1
"Copyright © 2013 Passos da Silva et al.
This is an open-access article distributed under the terms of the Creative Commons Attribution 3.0 Unported license. http://creativecommons.org/licenses/by/3.0/ This is the final version of the article, available from American Society for Microbiology via the DOI in this record."	1
"© 2015 The Authors. Microbial Biotechnology published by John Wiley & Sons Ltd and Society for Applied Microbiology

This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited. This is the final version of the article, available from Wiley via the DOI in this record."	1
"© 2014 The Author. Microbial Biotechnology published by John Wiley & Sons Ltd and Society for Applied Microbiology.

This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited.
This is the final version of the article, available from Wiley via the DOI in this record."	1
"© 2013 Martinez-Argudo et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits
unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited. This is the final version of the article, available from Public Library of Science via the DOI in this record."	1
"© 2014 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license
(http://creativecommons.org/licenses/by/3.0/)."	1
Copyright © The Mineralogical Society of Great Britain and Ireland 2015. This is an Open Access article, distributed under the terms of the Creative Commons Attribution license. (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted re-use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/3.0/).	1
"© The Author 2016. Published by Oxford University Press.
This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://crea"	1
Copyright:  © 2010 Dunn et al. This is an open-access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2016 J. L. Bowtell et al. This is an open access article distributed under the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© 2016 The Authors. Published by Elsevier Inc. This is an open access article under the CC BY license(http://creativecommons.org/licenses/by/4.0/).	1
Copyright © Debra Myhill, Susan Jones, Annabel Watson and Helen Lines, 2016	1
"© 2015 The Author(s). Published by Taylor & Francis. This is an Open Access article distributed under the terms of the Creative Commons
Attribution License (http://creativecommons.org/Licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited."	1
© Valderas et al; licensee BioMed Central Ltd. 2009. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright:  © 2015 Foguet-Boreu et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited	1
"© World Health Organization 2016
Some rights reserved. This work is available under the Creative Commons Attribution-NonCommercialShareAlike
3.0 IGO licence (CC BY-NC-SA 3.0 IGO; https://creativecommons.org/licenses/by-nc-sa/3.0/igo).
Under the terms of this licence, you may copy, redistribute and adapt the work for non-commercial
purposes, provided the work is appropriately cited, as indicated below. In any use of this work, there should
be no suggestion that WHO endorses any specific organization, products or services. The use of the WHO
logo is not permitted. If you adapt the work, then you must license your work under the same or equivalent
Creative Commons licence. If you create a translation of this work, you should add the following disclaimer
along with the suggested citation: “This translation was not created by the World Health Organization
(WHO). WHO is not responsible for the content or accuracy of this translation. The original English edition
shall be the binding and authentic edition”.
Any mediation relating to disputes arising under the licence shall be conducted in accordance with the
mediation rules of the World Intellectual Property Organization (http://www.wipo.int/amc/en/mediation/
rules)."	1
Copyright © Author(s) 2017. This work is distributed under the Creative Commons Attribution 3.0 License.	1
Licensed under a Creative Commons Attribution 3.0 License.	1
COPYRIGHT: © Cambridge University Press 2015. This is an Open Access article, distributed under the terms of the Creative Commons Attribution licence (http://creativecommons.org/licenses/by/3.0/), which permits unrestricted re-use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
© Mújica-Mota et al.; licensee BioMed Central Ltd. 2012. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
Copyright: Springer Science+Business Media New York 2015	1
© 2016, American College of Rheumatology	1
Open access journal. This work is published under a Creative Commons Attribution-ShareAlike 4.0 International licence: https://creativecommons.org/licenses/by-sa/4.0/	1
© 2017 Association for Information Technology in Teacher Education	1
"This work is licensed under a Creative
Commons Attribution 3.0 Unported
License. The images or other third party material in
this article are included in the article’s Creative
Commons license, unless indicated otherwise in the
credit line; if the material is not included under the
Creative Commons license, users will need to obtain
permission from the license holder to reproduce the
material. To view a copy of this license, visit http://
creativecommons.org/licenses/by/3.0/"	1
"This work is licensed under a Creative
Commons Attribution-NonCommercialNoDerivs
3.0 Unported License. The images or other
third party material in this article are included in the
article’s Creative Commons license, unless indicated
otherwise in the credit line; if the material is not
included under the Creative Commons license, users
will need to obtain permission from the license holder
to reproduce the material. To view a copy
of this license, visit http://creativecommons.org/
licenses/by-nc-nd/3.0/"	1
"© The Author 2014. Published by Oxford University Press on behalf of the British Society for Antimicrobial Chemotherapy.
This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/
3.0/), which permits unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."	1
"© 2016 The Authors. Published by Elsevier Inc.
This is an open access article under the CC BY license (http://creativecommons.org/licenses/BY/4.0/)."	1
"© 2017 Author(s). All article content, except where
otherwise noted, is licensed under a Creative Commons Attribution (CC BY) license
(http://creativecommons.org/licenses/by/4.0/). [http://dx.doi.org/10.1063/1.4974310]"	1
"© 2016 The Authors. Journal of Ecology published by John Wiley & Sons Ltd on behalf of British Ecological Society.

This is an open access article under the terms of the Creative Commons Attribution License, which permits use, distribution and reproduction in any medium, provided the original work is properly cited."	1
"© The Author(s). 2016 Open Access This article is distributed under the terms of the Creative Commons Attribution 4.0
International License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and
reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to
the Creative Commons license, and indicate if changes were made. The Creative Commons Public Domain Dedication waiver
(http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated."	1
© 2017 The Authors. Sociologia Ruralis © 2017 European Society for Rural Sociology.	1
"© The Author(s) 2017. This work is licensed under a Creative Commons Attribution 4.0
International License. The images or other third party material in this
article are included in the article’s Creative Commons license, unless indicated
otherwise in the credit line; if the material is not included under the Creative Commons
license, users will need to obtain permission from the license holder to reproduce the
material. To view a copy of this license, visit http://creativecommons.org/licenses/
by/4.0/"	1
"© The Author (2017). Published by Oxford University Press on behalf of the International Studies Association.
All rights reserved."	1
© Author(s) 2016. CC-BY 3.0 License.	1
Crown Copyright © 2016 Published by Elsevier B.V. All rights reserved.	1
© 2016 Elsevier B.V. All rights reserved	1
"© 2016 The Authors. Clinical Endocrinology published by John Wiley & Sons Ltd.
 This is an open access article under the terms of the Creative Commons Attribution-NonCommercial-NoDerivs License (https://creativecommons.org/licenses/by-nc-nd/4.0/), which permits use and distribution in any medium, provided the original work is properly cited, the use is non-commercial and no modifications or adaptations are made."	1
"Copyright © Queen’s Printer and Controller of HMSO 2016. This work was produced by Davis et al. under the terms of a commissioning contract issued by the Secretary of State for Health. This issue may be freely reproduced for the purposes of private research and study and extracts (or indeed, the full report) may be included in professional journals provided that
suitable acknowledgement is made and the reproduction is not associated with any form of advertising. Applications for commercial reproduction should be addressed to: NIHR Journals Library, National Institute for Health Research, Evaluation, Trials and Studies Coordinating Centre, Alpha House, University of Southampton Science Park, Southampton SO16 7NS, UK."	1
© 2018, The Author(s).	1
Copyright: © 2016 Gudelj et al. This is an open access article distributed under the terms of the Creative Commons Attribution License (https://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
"© Crown copyright 2015
You may re-use this information (excluding logos) free of charge in any format or medium, under the terms of the Open Government Licence v3.0. To view this licence, visit OGL or email psi@nationalarchives.gsi.gov.uk. Where we have identified any third party copyright information you will need to obtain permission from the copyright holders concerned."	1
© Crown Copyright 2014. Published under Open Government Licence (OGL)	1
"© 2010 Stallard et al; licensee BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons
Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in
any medium, provided the original work is properly cited."	1
"© 2014 Stallard et al.; licensee BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative
Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and
reproduction in any medium, provided the original work is properly credited. The Creative Commons Public Domain
Dedication waiver (http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article,
unless otherwise state"	1
"© 2012 Stallard et al.; licensee BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative
Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and
reproduction in any medium, provided the original work is properly cited."	1
"© 2015 Karyn Morrissey, licensee AIMS Press. This is an open access
article distributed under the terms of the Creative Commons Attribution
License (http://creativecommons.org/licenses/by/4.0)"	1
"© Author(s) 2015. This work is distributed
under the Creative Commons Attribution 3.0 License."	1
© 2017 The Authors. Published by Elsevier Ltd. This is an open access article.	1
© Published by Oxford University Press on behalf of the Guarantors of Brain 2017. This work is written by US Government employees and is in the public domain in the US.	1
This draft chapter/article that has been published by Edward Elgar Publishing in Handbook of Research Methods and Applications in Political Science by edited by Keman and Woldendorp, published in 2016.   The final version is available from Elgar via the DOI in this record.	1
© 2014 Taylor & Francis.	1
© Melzer et al; licensee BioMed Central Ltd. 2006. This article is published under license to BioMed Central Ltd. This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/2.0), which permits unrestricted use, distribution, and reproduction in any medium, provided the original work is properly cited.	1
"The authors would like to acknowledge the financial assistance provided by the UK
Engineering and Physical Sciences Research Council (EPSRC) through a Leadership Fellowship
Grant (Ref. EP/J004081/2)."	1
Copyright 2016 Society of Photo Optical Instrumentation Engineers. One print or electronic copy may be made for personal use only. Systematic electronic or print reproduction and distribution, duplication of any material in this paper for a fee or for commercial purposes, or modification of the content of the paper are prohibited. http://dx.doi.org/10.1117/12.2219383	1
© 2016 The Authors. Published by Elsevier Ltd. This is an open access article under the CC BY-NC-ND license: https://creativecommons.org/licenses/by-nc-nd/4.0/	1
Creative Commons Attribution (BY) license. Acknowledge source by citing the authors' names, the published ApJ paper, and the ORE handle for the dataset.	1
Copyright © 2017 Creative Commons Attribution 3.0 License	1
Copyright:  © 2017 Bolt et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2016 American Society of Civil Engineers	1
© 2017 John Wiley & Sons Australia, Ltd	1
Open access. © 2017 The Authors. Published by the Royal Society under the terms of the Creative Commons Attribution License http://creativecommons.org/licenses/by/4.0/, which permits unrestricted use, provided the original author and source are credited.	1
"© The Author (2017). Published by Oxford University Press.
This is an Open Access article distributed under the terms of the Creative Commons Attribution Non-Commercial License (http://creativecommons.org/licenses/by-nc/4.0/),
which permits non-commercial re-use, distribution, and reproduction in any medium, provided the original work is properly cited. For commercial re-use, please contact
journals.permissions@oup.com"	1
2016 Elsevier Ltd. All rights reserved.	1
Copyright:  © 2017 Muggenthaler et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.	1
© 2016 Human Kinetics	1
© Edinburgh University Press.	1
"Copyright: © 2017 Dyer et al. This is an open
access article distributed under the terms of the
Creative Commons Attribution License, which
permits unrestricted use, distribution, and
reproduction in any medium, provided the original
author and source are credited"	1
"© 2016 by the authors; licensee MDPI, Basel, Switzerland. This article is an open access
article distributed under the terms and conditions of the Creative Commons by
Attribution (CC−BY) license (http://creativecommons.org/licenses/by/4.0/)."	1
Content from this work may be used under the terms of the Creative Commons Attribution 3.0 licence. Any further distribution of this work must maintain attribution to the author(s) and the title of the work, journal citation and DOI.Published under licence by IOP Publishing Ltd	1
"©The Author 2017. Published by Oxford University Press on behalf of the International Epidemiological Association 
This is an Open Access article distributed under the terms of the Creative Commons Attribution License (http://creativecommons.org/licenses/by/4.0/), which permits
unrestricted reuse, distribution, and reproduction in any medium, provided the original work is properly cited."	1
"© 2017 Costello et al. This article is distributed under the terms of an Attribution–
Noncommercial–Share Alike–No Mirror Sites license for the first six months after the
publication date (see http://www.rupress.org/terms/). After six months it is available under
a Creative Commons License (Attribution–Noncommercial–Share Alike 4.0 International
license, as described at https://creativecommons.org/licenses/by-nc-sa/4.0/)."	1
"© The Author(s). 2016 Open Access This article is distributed under the terms of the Creative Commons Attribution 4.0
International License (http://creativecommons.org/licenses/by/4.0/), which permits unrestricted use, distribution, and
reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to
the Creative Commons license, and indicate if changes were made. The Creative Commons Public Domain Dedication waiver
(http://creativecommons.org/publicdomain/zero/1.0/) applies to the data made available in this article, unless otherwise stated"	1
Copyright © 2015 The Cochrane Collaboration. Published by John Wiley & Sons, Ltd	1
